transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,pre_discount_total_price,grand_total_price,payment_method,employee_id,credit_card_number,credit_card_type
2585,786,8841,2022-05-24,93,"4,545.25",0.07,422708.25,29589.5775,credit card,996,6767382597999442,bankcard
2586,418,4824,2022-10-11,33,"3,151.24",0.57,103990.92,59274.8244,credit card,577,3568139004206193,visa-electron
2587,675,901,2023-07-14,63,"2,929.72",0.67,184572.36,123663.4812,credit card,628,3538236764672551,jcb
2588,173,4686,2022-02-17,71,"1,243.44",,88284.24,88284.24,credit card,201,5376980745604593,jcb
2589,622,4664,2022-12-12,31,"7,688.86",0.26,238354.66,61972.2116,credit card,640,379849271803077,americanexpress
2590,839,9389,2022-10-14,27,"2,954.06",,79759.62,79759.62,cash,507,,
2591,916,7166,2022-11-21,48,"7,487.35",,359392.8,359392.8,check,939,,
2592,936,6360,2022-11-20,53,"6,340.25",,336033.25,336033.25,check,923,,
2593,165,8258,2023-11-06,90,"1,546.89",0.10,139220.1,13922.01,credit card,894,4026042402769479,visa-electron
2594,52,188,2022-05-20,83,"1,623.11",,134718.13,134718.13,credit card,21,3564688691231181,bankcard
2595,451,1167,2022-07-27,18,"6,969.57",0.19,125452.26,23835.9294,cash,297,,
2596,462,5833,2022-09-19,88,834.44,,73430.72,73430.72,credit card,628,3562300340398914,jcb
2597,516,8113,2023-07-07,47,"2,216.48",,104174.56,104174.56,credit card,460,3543001318417355,jcb
2598,591,5989,2022-01-26,45,"5,611.16",,252502.2,252502.2,credit card,61,5570821150406997,solo
2599,507,7118,2022-06-18,99,"6,151.22",,608970.78,608970.78,credit card,173,3570329049339424,laser
2600,104,1067,2022-10-24,93,"1,254.20",,116640.6,116640.6,credit card,312,4405703788172742,visa-electron
2601,514,231,2023-04-16,88,"2,028.19",0.95,178480.72,169556.684,cash,555,,
2602,954,2794,2023-10-27,34,"9,491.37",0.11,322706.58,35497.7238,credit card,590,3578584684832347,laser
2603,181,5995,2023-12-04,86,"3,969.73",0.05,341396.78,17069.839,cash,286,,
2604,674,591,2023-12-14,38,"5,844.26",,222081.88,222081.88,credit card,630,4903103320445978,switch
2605,31,9258,2022-04-29,18,"9,139.43",0.25,164509.74,41127.435,credit card,67,67628544955051428,maestro
2606,962,2683,2023-05-01,34,87.92,,2989.28,2989.28,check,73,,
2607,96,7898,2023-08-19,68,"2,964.72",0.40,201600.96,80640.384,credit card,413,4405771460046179,visa-electron
2608,930,367,2023-06-28,7,428.87,0.74,3002.09,2221.5466,credit card,648,5610734656502218863,china-unionpay
2609,489,4627,2022-02-17,73,"1,866.42",0.14,136248.66,19074.8124,credit card,1000,3560714796177345,mastercard
2610,159,7075,2022-07-19,27,"6,858.96",,185191.92,185191.92,cash,797,,
2611,982,4723,2023-04-06,91,"7,290.14",,663402.74,663402.74,check,728,,
2612,473,1700,2023-10-12,67,"8,984.33",,601950.11,601950.11,credit card,620,3563494358190302,jcb
2613,896,4210,2023-07-03,14,"5,671.73",0.36,79404.22,28585.5192,credit card,847,3529567883050910,americanexpress
2614,594,4785,2022-12-19,41,"4,639.38",0.10,190214.58,19021.458,credit card,297,6304775607205611,maestro
2615,181,5906,2023-02-26,68,"5,932.71",0.65,403424.28,262225.782,cash,701,,
2616,52,1060,2023-06-19,7,"5,198.64",,36390.48,36390.48,credit card,364,5517229174618173,mastercard
2617,391,5865,2023-08-08,10,"2,871.73",0.56,28717.3,16081.688,credit card,772,5602216525474691,bankcard
2618,25,4874,2022-09-22,83,"7,797.29",0.79,647175.07,511268.3053,credit card,702,6761185782854893261,maestro
2619,951,1859,2023-06-04,88,"4,911.76",0.12,432234.88,51868.1856,credit card,402,372301265436594,americanexpress
2620,563,5466,2023-07-25,66,"1,669.00",,110154,110154,credit card,55,3576142570990349,jcb
2621,530,763,2022-04-23,40,"3,637.57",,145502.8,145502.8,credit card,151,3546314947537056,mastercard
2622,459,1018,2023-01-05,78,"4,084.57",,318596.46,318596.46,credit card,187,344301631070114,americanexpress
2623,842,604,2022-02-01,9,"1,532.42",,13791.78,13791.78,credit card,783,3586541735168261,jcb
2624,667,3023,2023-03-23,68,"7,146.80",,485982.4,485982.4,credit card,792,5002352346462353,mastercard
2625,533,4399,2022-12-17,61,"2,988.65",,182307.65,182307.65,cash,34,,
2626,606,1518,2023-12-03,72,"7,287.46",,524697.12,524697.12,credit card,571,4405936358038766,visa-electron
2627,779,1262,2022-04-05,32,"9,710.42",,310733.44,310733.44,credit card,132,5602244338248844050,diners-club-us-ca
2628,502,2172,2022-04-03,81,"5,859.38",,474609.78,474609.78,credit card,915,3564418593067289,visa
2629,906,9395,2023-05-02,1,"3,168.98",0.42,3168.98,1330.9716,credit card,588,5100141909443772,mastercard
2630,193,4487,2022-07-04,76,"5,171.13",0.30,393005.88,117901.764,check,758,,
2631,488,8905,2022-08-27,59,"2,889.35",,170471.65,170471.65,credit card,437,5468887012719864,mastercard
2632,592,4058,2023-05-22,37,"7,715.31",,285466.47,285466.47,check,831,,
2633,756,1068,2022-10-01,77,"6,973.89",0.81,536989.53,434961.5193,credit card,419,633425558638503583,solo
2634,360,8572,2022-02-21,4,"4,137.21",0.65,16548.84,10756.746,credit card,892,5100179059697953,americanexpress
2635,822,8531,2023-03-25,65,"6,185.70",0.38,402070.5,152786.79,credit card,842,3584859743903087,jcb
2636,409,5838,2023-11-22,38,"4,721.21",0.25,179405.98,44851.495,credit card,74,633357978661250542,maestro
2637,731,6785,2023-01-03,51,"5,262.89",,268407.39,268407.39,cash,944,,
2638,254,4112,2022-01-25,4,"6,768.61",0.94,27074.44,25449.9736,cash,90,,
2639,559,3047,2023-08-20,48,"1,850.68",,88832.64,88832.64,credit card,716,3528641668821240,china-unionpay
2640,230,5969,2022-02-01,74,"9,931.70",0.24,734945.8,176386.992,credit card,423,3536440082266805,diners-club-us-ca
2641,82,8180,2022-11-10,85,"2,407.73",,204657.05,204657.05,cash,683,,
2642,422,4466,2023-05-12,76,"8,162.23",,620329.48,620329.48,credit card,80,201857636067563,diners-club-enroute
2643,522,1183,2022-03-02,68,"1,838.78",,125037.04,125037.04,credit card,117,5610232699475872297,china-unionpay
2644,141,8779,2023-07-05,81,"9,258.89",,749970.09,749970.09,credit card,182,3545396076650140,jcb
2645,527,4689,2022-01-26,45,"1,990.92",,89591.4,89591.4,cash,388,,
2646,286,5620,2022-07-07,64,"4,844.82",,310068.48,310068.48,check,380,,
2647,973,6058,2022-09-08,99,"2,503.93",,247889.07,247889.07,credit card,599,5020062512939534,maestro
2648,698,6542,2023-09-25,53,"9,528.93",,505033.29,505033.29,check,92,,
2649,513,8691,2023-04-19,38,"7,488.06",0.52,284546.28,147964.0656,cash,451,,
2650,694,5771,2022-12-21,70,"8,613.21",,602924.7,602924.7,credit card,448,4913397086597240,visa-electron
2651,252,5875,2023-05-14,32,"8,346.86",,267099.52,267099.52,credit card,373,3553122475992639,jcb
2652,474,3004,2023-03-17,88,"5,835.05",0.54,513484.4,277281.576,credit card,2,3587526055754898,visa-electron
2653,110,4457,2022-05-01,63,"1,497.90",,94367.7,94367.7,credit card,898,6380019767000406,instapayment
2654,266,4018,2023-02-28,90,"2,782.15",,250393.5,250393.5,credit card,801,3587560517354815,jcb
2655,934,4793,2023-12-20,43,"7,183.03",,308870.29,308870.29,credit card,787,3559302058567362,americanexpress
2656,324,7093,2022-05-30,24,"8,991.88",,215805.12,215805.12,credit card,82,3547677257322056,diners-club-enroute
2657,269,1445,2023-02-09,96,"8,035.79",,771435.84,771435.84,credit card,614,630436580759859928,mastercard
2658,949,1791,2023-02-22,49,"6,905.57",0.02,338372.93,6767.4586,credit card,298,3535481408761658,jcb
2659,844,5015,2023-11-21,95,"3,871.64",,367805.8,367805.8,credit card,26,5469095427424133,mastercard
2660,470,2291,2022-05-07,59,"6,094.06",0.70,359549.54,251684.678,cash,293,,
2661,136,5516,2023-08-08,31,"3,026.89",,93833.59,93833.59,cash,90,,
2662,902,5463,2023-05-27,93,"8,516.83",0.16,792065.19,126730.4304,cash,578,,
2663,863,3885,2023-06-24,30,"9,940.93",0.66,298227.9,196830.414,credit card,635,4905784938684548232,solo
2664,113,9483,2022-06-29,20,584.17,,11683.4,11683.4,cash,855,,
2665,589,3144,2022-10-17,78,"3,883.30",0.31,302897.4,93898.194,cash,187,,
2666,424,5120,2023-02-17,11,"4,823.77",0.14,53061.47,7428.6058,credit card,183,3534871229949238,jcb
2667,201,473,2023-09-07,23,"5,617.04",,129191.92,129191.92,credit card,251,4936735156229272,switch
2668,448,2931,2023-07-18,80,"3,566.45",0.46,285316,131245.36,credit card,668,3543651581641709,jcb
2669,780,4548,2022-06-05,38,355.61,,13513.18,13513.18,credit card,847,5048375607628293,mastercard
2670,164,1930,2022-08-29,92,"5,074.22",0.68,466828.24,317443.2032,credit card,28,5893810706142065,maestro
2671,457,668,2022-03-11,12,"3,340.67",,40088.04,40088.04,credit card,452,5484013141156551,maestro
2672,384,2633,2022-06-11,92,"1,190.00",0.32,109480,35033.6,cash,969,,
2673,972,1771,2023-12-23,60,"6,351.86",,381111.6,381111.6,cash,656,,
2674,413,5337,2023-06-11,8,"7,127.90",0.32,57023.2,18247.424,credit card,693,5100135010504597,instapayment
2675,951,4990,2022-01-31,54,"9,897.21",,534449.34,534449.34,cash,196,,
2676,454,1697,2022-04-16,43,"5,747.83",0.91,247156.69,224912.5879,credit card,65,6333269836798289700,switch
2677,870,3432,2023-12-21,69,867.62,,59865.78,59865.78,credit card,478,3532632105964226,switch
2678,128,1696,2023-05-04,21,"1,030.34",,21637.14,21637.14,credit card,490,3579207621082839,jcb
2679,368,3971,2022-06-18,47,575.87,,27065.89,27065.89,credit card,671,3557758447407358,jcb
2680,817,6191,2022-12-04,64,"2,660.57",,170276.48,170276.48,cash,601,,
2681,109,58,2023-09-03,73,"8,934.84",0.40,652243.32,260897.328,credit card,140,4844937149916111,visa-electron
2682,355,4969,2023-06-23,73,"9,722.23",,709722.79,709722.79,cash,346,,
2683,148,6436,2022-01-19,56,"8,496.62",0.35,475810.72,166533.752,cash,779,,
2684,925,8676,2022-04-11,26,"7,689.01",,199914.26,199914.26,credit card,704,3561960541292330,visa
2685,279,6544,2022-09-07,44,434.10,,19100.4,19100.4,cash,261,,
2686,214,4298,2023-08-28,74,"9,139.63",,676332.62,676332.62,credit card,376,3567974627597474,instapayment
2687,998,6413,2022-07-24,7,"7,629.89",,53409.23,53409.23,credit card,604,3569660439951870,jcb
2688,338,1065,2023-01-29,63,"3,683.02",0.70,232030.26,162421.182,check,249,,
2689,522,5551,2023-03-29,82,"8,490.89",,696252.98,696252.98,cash,894,,
2690,12,8477,2023-01-09,78,"8,292.42",,646808.76,646808.76,credit card,400,372301894909961,americanexpress
2691,491,7785,2023-10-27,37,"5,190.09",0.34,192033.33,65291.3322,credit card,420,5356429992988410,mastercard
2692,348,9656,2023-07-25,47,"6,186.66",,290773.02,290773.02,credit card,720,3544592239855680,jcb
2693,181,7925,2023-11-30,7,"8,142.36",0.22,56996.52,12539.2344,credit card,610,6393810983404702,instapayment
2694,831,5661,2022-09-17,65,245.55,0.22,15960.75,3511.365,cash,779,,
2695,409,7631,2023-08-30,17,594.65,0.74,10109.05,7480.697,cash,798,,
2696,659,1283,2023-10-20,7,"2,822.32",0.53,19756.24,10470.8072,credit card,365,5108757211102178,mastercard
2697,848,749,2023-02-20,81,"6,177.90",,500409.9,500409.9,credit card,982,5602251481579845,china-unionpay
2698,498,5615,2023-09-30,40,"1,365.39",,54615.6,54615.6,credit card,693,4508328816200723,visa-electron
2699,229,3177,2022-03-10,29,"9,782.42",0.49,283690.18,139008.1882,credit card,313,3548193613137294,jcb
2700,580,7095,2022-04-20,52,"9,847.64",,512077.28,512077.28,cash,813,,
2701,658,9656,2023-03-02,32,"9,717.96",,310974.72,310974.72,credit card,262,3553302880249938,instapayment
2702,176,1428,2022-05-06,44,322.96,0.91,14210.24,12931.3184,credit card,364,5641829164048155,switch
2703,361,1661,2023-08-30,56,"7,016.31",,392913.36,392913.36,credit card,208,5460037264418249,diners-club-international
2704,334,5729,2022-05-31,73,566.97,0.04,41388.81,1655.5524,credit card,953,201594790878176,diners-club-enroute
2705,562,5790,2022-09-10,28,"1,233.99",0.31,34551.72,10711.0332,credit card,143,67597596852308456,switch
2706,60,1402,2022-03-17,39,"7,832.20",,305455.8,305455.8,credit card,820,3539408637072835,jcb
2707,218,8252,2022-10-14,94,"7,886.89",,741367.66,741367.66,credit card,127,3575502596117758,jcb
2708,827,3121,2022-03-23,49,"8,109.46",,397363.54,397363.54,credit card,598,6759000867913543,diners-club-us-ca
2709,429,295,2022-08-05,23,"6,086.98",,140000.54,140000.54,cash,152,,
2710,394,9878,2023-03-29,40,"9,614.62",,384584.8,384584.8,check,482,,
2711,983,3235,2022-03-25,39,"3,913.16",,152613.24,152613.24,credit card,686,201966691560303,maestro
2712,746,8401,2023-07-09,88,"7,395.52",0.23,650805.76,149685.3248,check,397,,
2713,771,7673,2023-10-23,32,"8,576.71",,274454.72,274454.72,cash,163,,
2714,584,6553,2023-10-12,21,"8,662.23",0.89,181906.83,161897.0787,credit card,243,5333550315891680,bankcard
2715,196,5051,2022-11-24,25,"7,066.37",0.44,176659.25,77730.07,credit card,222,4041598591675414,visa
2716,317,5130,2023-09-26,73,"5,701.36",,416199.28,416199.28,credit card,539,6759310501555075,switch
2717,796,1014,2023-09-13,22,"7,280.99",,160181.78,160181.78,credit card,924,374283702207267,americanexpress
2718,22,2479,2022-03-24,57,"9,870.55",,562621.35,562621.35,check,732,,
2719,831,3466,2022-06-11,13,"8,227.06",,106951.78,106951.78,credit card,524,4903549240368793346,mastercard
2720,256,6282,2023-10-02,19,"8,251.36",,156775.84,156775.84,credit card,19,3555971223149407,jcb
2721,747,4966,2023-09-24,50,"1,240.14",0.10,62007,6200.7,credit card,318,3579930657160886,jcb
2722,676,2822,2023-11-08,79,"3,542.91",,279889.89,279889.89,cash,157,,
2723,936,4637,2022-02-25,56,"5,295.99",,296575.44,296575.44,credit card,757,3545691925077036,jcb
2724,121,4952,2022-11-23,81,"2,164.90",0.73,175356.9,128010.537,credit card,598,6706985471508907332,laser
2725,356,5682,2023-06-29,51,"4,729.41",,241199.91,241199.91,credit card,244,3576794444671610,americanexpress
2726,392,269,2023-11-03,52,"9,765.68",,507815.36,507815.36,cash,410,,
2727,518,4097,2023-10-17,18,"3,226.37",,58074.66,58074.66,credit card,33,3588500961238204,jcb
2728,968,9132,2023-01-14,30,"4,197.82",,125934.6,125934.6,credit card,184,3586919117580784,jcb
2729,130,812,2023-02-13,99,"1,560.84",,154523.16,154523.16,credit card,660,5610516851445987,instapayment
2730,226,17,2022-12-16,40,"1,151.45",0.24,46058,11053.92,credit card,205,3554140048463325,jcb
2731,763,8112,2023-05-28,98,"6,312.43",,618618.14,618618.14,cash,311,,
2732,724,5922,2022-01-17,88,"2,728.74",0.11,240129.12,26414.2032,cash,17,,
2733,384,8127,2022-01-23,68,"2,376.73",,161617.64,161617.64,credit card,327,3577891122269722,jcb
2734,247,7781,2022-01-11,28,"9,123.79",,255466.12,255466.12,cash,561,,
2735,77,7292,2022-07-28,98,"5,081.32",,497969.36,497969.36,credit card,405,5100134833080570,mastercard
2736,631,8135,2023-10-11,35,"7,690.19",,269156.65,269156.65,credit card,915,67069494537108633,laser
2737,47,932,2023-09-16,91,"9,985.28",,908660.48,908660.48,credit card,214,5602225654384309770,mastercard
2738,468,9027,2022-04-29,15,744.69,,11170.35,11170.35,cash,363,,
2739,196,1001,2022-08-20,43,"4,656.98",,200250.14,200250.14,check,851,,
2740,572,1772,2023-02-11,62,"2,297.00",0.42,142414,59813.88,credit card,858,337941579052027,americanexpress
2741,606,5641,2023-04-11,34,"3,750.54",,127518.36,127518.36,credit card,385,3549775572681103,switch
2742,882,6807,2022-04-25,85,"3,209.92",,272843.2,272843.2,credit card,599,4844253099419423,visa-electron
2743,50,691,2023-09-28,71,"9,524.25",,676221.75,676221.75,credit card,341,67593712948280583,maestro
2744,707,8618,2022-07-07,20,"5,237.86",,104757.2,104757.2,credit card,333,3586979313010721,visa
2745,541,713,2022-01-27,7,"9,805.35",,68637.45,68637.45,credit card,392,3562491737537725,diners-club-carte-blanche
2746,367,126,2022-02-07,19,"4,577.45",,86971.55,86971.55,credit card,584,348069621325998,americanexpress
2747,302,2675,2022-08-21,35,"8,721.59",,305255.65,305255.65,credit card,203,6762913313742282017,maestro
2748,515,3604,2022-09-01,50,"6,828.36",,341418,341418,credit card,210,3540299443721344,jcb
2749,281,1287,2023-12-10,71,"7,479.70",0.40,531058.7,212423.48,credit card,886,3569906378594605,jcb
2750,981,8635,2023-10-07,54,"1,250.11",,67505.94,67505.94,credit card,681,201989289773120,diners-club-enroute
2751,233,5490,2022-10-25,16,"5,040.52",,80648.32,80648.32,credit card,181,3586412683779436,china-unionpay
2752,783,3149,2022-05-14,62,"1,996.02",,123753.24,123753.24,credit card,406,5430181327019425,diners-club-international
2753,775,3656,2022-05-06,58,"2,247.56",,130358.48,130358.48,check,159,,
2754,790,9344,2022-04-21,36,"3,462.77",0.29,124659.72,36151.3188,credit card,27,201553882594554,solo
2755,923,7573,2023-11-25,52,"9,238.24",0.00,480388.48,0,credit card,344,3558100268581194,jcb
2756,748,5581,2022-08-06,50,"6,005.28",,300264,300264,credit card,188,3583782293726743,laser
2757,360,4611,2022-11-23,56,"2,813.05",,157530.8,157530.8,credit card,833,3565206710374665,diners-club-international
2758,258,6250,2022-11-24,38,"1,401.55",,53258.9,53258.9,cash,314,,
2759,74,3940,2023-11-03,19,"4,913.68",,93359.92,93359.92,credit card,533,3576644829301442,jcb
2760,843,2022,2022-02-24,36,"4,990.56",,179660.16,179660.16,credit card,814,342206703830760,americanexpress
2761,555,2940,2022-05-14,8,"8,057.27",0.42,64458.16,27072.4272,cash,761,,
2762,121,6857,2022-12-17,46,"6,026.23",,277206.58,277206.58,cash,961,,
2763,337,4088,2022-03-07,7,"9,575.32",,67027.24,67027.24,credit card,170,5108753379609518,mastercard
2764,23,2984,2023-02-08,71,"6,543.33",,464576.43,464576.43,credit card,143,201951086459121,diners-club-us-ca
2765,916,2547,2022-08-14,74,"1,975.41",0.25,146180.34,36545.085,credit card,457,3528615358001677,china-unionpay
2766,426,3261,2023-11-15,3,"3,135.95",0.53,9407.85,4986.1605,credit card,888,3552713494759826,jcb
2767,236,2186,2023-06-22,93,947.04,,88074.72,88074.72,credit card,626,5602229737596615,bankcard
2768,892,3384,2022-04-21,25,"1,999.68",0.94,49992,46992.48,credit card,910,6376212492525450,instapayment
2769,938,3234,2022-06-27,33,"9,922.88",,327455.04,327455.04,credit card,74,3569777471347773,visa-electron
2770,103,7070,2022-05-09,93,"8,131.87",0.98,756263.91,741138.6318,credit card,673,3562648094610425,jcb
2771,832,6921,2023-08-10,19,"1,784.85",,33912.15,33912.15,cash,566,,
2772,232,6452,2022-05-28,11,"7,092.35",,78015.85,78015.85,credit card,714,561092093789394439,maestro
2773,331,1972,2022-09-17,78,"2,313.88",0.26,180482.64,46925.4864,cash,29,,
2774,952,3320,2023-12-29,20,"3,106.12",,62122.4,62122.4,credit card,100,3550222962223440,jcb
2775,858,3791,2022-01-12,22,"6,907.42",,151963.24,151963.24,cash,892,,
2776,146,6224,2022-01-30,2,"8,862.56",,17725.12,17725.12,credit card,78,3565189210053247,jcb
2777,339,1483,2022-10-31,15,"1,760.85",0.40,26412.75,10565.1,check,846,,
2778,963,6134,2023-04-27,81,"7,777.38",,629967.78,629967.78,credit card,951,3535270721610175,jcb
2779,570,4914,2022-03-29,9,"8,345.52",0.39,75109.68,29292.7752,credit card,926,201496280941581,diners-club-enroute
2780,667,7696,2022-02-26,32,"2,671.59",0.25,85490.88,21372.72,cash,612,,
2781,615,4703,2023-04-19,78,"3,315.58",0.42,258615.24,108618.4008,cash,697,,
2782,899,7080,2022-08-23,52,"6,237.11",0.20,324329.72,64865.944,credit card,463,3565746635861999,jcb
2783,865,2081,2022-01-22,91,858.47,0.60,78120.77,46872.462,cash,501,,
2784,181,7012,2022-12-31,95,"2,415.51",,229473.45,229473.45,cash,984,,
2785,825,2481,2023-10-12,26,"3,049.28",,79281.28,79281.28,credit card,427,5602252508783626,china-unionpay
2786,167,3521,2022-06-29,82,"9,541.29",,782385.78,782385.78,credit card,997,560225143981393424,china-unionpay
2787,787,3189,2022-06-02,53,"5,240.66",0.73,277754.98,202761.1354,credit card,453,344071508860489,visa
2788,886,2024,2022-10-12,47,"9,229.58",0.03,433790.26,13013.7078,credit card,292,6372159834254832,instapayment
2789,581,6887,2022-02-24,70,"6,782.39",,474767.3,474767.3,credit card,535,4903396294671500,switch
2790,19,6523,2023-07-07,62,"6,612.05",,409947.1,409947.1,credit card,385,3551031699772846,jcb
2791,886,9268,2022-09-16,80,"9,357.54",0.08,748603.2,59888.256,credit card,841,5610016086271523443,china-unionpay
2792,281,7613,2023-02-13,98,"4,739.95",,464515.1,464515.1,cash,518,,
2793,965,4262,2023-11-03,94,"6,830.10",,642029.4,642029.4,check,738,,
2794,653,4,2022-01-09,25,"4,829.00",0.28,120725,33803,credit card,831,3576950915248102,laser
2795,629,9080,2023-08-31,24,"8,588.29",,206118.96,206118.96,cash,879,,
2796,173,5998,2022-07-29,60,"7,760.11",0.75,465606.6,349204.95,credit card,897,3562243287614333,jcb
2797,520,6451,2023-06-18,47,"7,480.63",,351589.61,351589.61,credit card,214,3578295249927643,diners-club-carte-blanche
2798,533,5560,2023-02-26,49,"6,475.51",,317299.99,317299.99,credit card,484,3548484032868969,bankcard
2799,851,8742,2023-03-13,58,"4,114.47",0.94,238639.26,224320.9044,credit card,189,3540452790427680,jcb
2800,955,367,2023-03-31,47,"9,302.57",0.12,437220.79,52466.4948,credit card,410,3583113505001719,jcb
2801,272,1871,2022-06-26,12,"7,737.79",,92853.48,92853.48,cash,578,,
2802,360,5888,2023-01-05,12,"1,375.06",0.36,16500.72,5940.2592,credit card,523,6763164852271707,maestro
2803,763,1618,2022-01-07,89,"4,059.56",,361300.84,361300.84,credit card,459,3532250917639785,jcb
2804,979,8033,2022-11-18,29,"6,859.94",0.01,198938.26,1989.3826,credit card,133,67719039039801435,laser
2805,6,2792,2023-12-07,27,"6,516.02",1.00,175932.54,175932.54,credit card,997,30598842759679,diners-club-international
2806,510,6023,2023-09-28,68,"3,062.03",0.13,208218.04,27068.3452,credit card,138,201612099836875,diners-club-enroute
2807,921,7016,2022-04-14,57,"5,545.14",0.68,316072.98,214929.6264,cash,48,,
2808,806,3607,2022-01-16,65,"5,843.69",0.04,379839.85,15193.594,credit card,820,3561047388474427,jcb
2809,731,8043,2022-05-21,2,"4,434.91",0.53,8869.82,4701.0046,credit card,526,337941648619731,americanexpress
2810,461,4439,2022-06-11,35,"5,659.33",0.79,198076.55,156480.4745,credit card,849,56022146397089381,china-unionpay
2811,475,802,2023-06-18,33,"5,710.44",,188444.52,188444.52,cash,336,,
2812,567,9303,2023-03-26,23,"5,621.45",0.25,129293.35,32323.3375,credit card,947,5602250798076982,bankcard
2813,315,6643,2023-02-18,21,"6,545.28",,137450.88,137450.88,credit card,961,3564715789311318,jcb
2814,936,3751,2023-08-14,53,"3,653.11",,193614.83,193614.83,credit card,445,3585029588716734,jcb
2815,234,4954,2022-11-20,58,122.40,0.41,7099.2,2910.672,cash,900,,
2816,366,9480,2023-05-30,66,"6,290.48",,415171.68,415171.68,check,407,,
2817,671,253,2022-03-19,87,"1,273.61",,110804.07,110804.07,credit card,23,4026344509069005,visa-electron
2818,826,2598,2023-06-21,31,"6,315.44",,195778.64,195778.64,cash,183,,
2819,530,524,2022-08-28,28,"2,242.66",,62794.48,62794.48,cash,679,,
2820,277,5028,2022-12-22,94,"9,342.73",0.52,878216.62,456672.6424,cash,182,,
2821,205,885,2022-09-07,67,"4,054.95",,271681.65,271681.65,cash,627,,
2822,270,3505,2022-11-02,3,"4,117.01",0.83,12351.03,10251.3549,credit card,71,30318516655891,diners-club-carte-blanche
2823,830,2722,2023-11-15,65,"3,342.52",,217263.8,217263.8,credit card,364,3555851852427466,jcb
2824,806,3102,2022-05-21,2,"3,526.29",,7052.58,7052.58,credit card,650,5610528490692952,china-unionpay
2825,642,2201,2023-05-30,20,"8,635.94",0.91,172718.8,157174.108,credit card,416,3534021035471155,solo
2826,714,6302,2023-06-28,91,"7,617.22",,693167.02,693167.02,credit card,713,3585292886685585,jcb
2827,770,7206,2022-10-27,87,"9,143.42",,795477.54,795477.54,credit card,164,5641821125538827328,switch
2828,290,7104,2023-06-27,27,"5,799.47",0.22,156585.69,34448.8518,credit card,568,5602229158482469,china-unionpay
2829,417,2310,2022-04-13,34,"7,701.20",0.48,261840.8,125683.584,credit card,429,3550459996816902,diners-club-us-ca
2830,658,507,2023-02-23,77,"4,258.40",,327896.8,327896.8,credit card,676,3542783047852587,bankcard
2831,630,8834,2023-02-16,18,"3,557.38",0.12,64032.84,7683.9408,credit card,972,5495935060198965,diners-club-us-ca
2832,748,1189,2023-04-26,11,"9,473.73",0.14,104211.03,14589.5442,credit card,443,374283296142730,china-unionpay
2833,308,27,2022-02-18,40,"7,638.64",,305545.6,305545.6,credit card,23,3554694880710714,jcb
2834,354,37,2022-03-11,25,"4,961.35",0.69,124033.75,85583.2875,credit card,330,3586591398585988,jcb
2835,379,8052,2023-11-24,54,"5,685.98",,307042.92,307042.92,credit card,684,4730451640740,visa
2836,978,9891,2022-07-13,28,"2,833.66",0.75,79342.48,59506.86,check,731,,
2837,122,6449,2023-09-04,84,"5,910.34",0.48,496468.56,238304.9088,credit card,699,5108753195195684,mastercard
2838,53,1943,2023-11-14,56,378.61,0.57,21202.16,12085.2312,credit card,895,201820356103745,diners-club-enroute
2839,943,1448,2022-11-05,18,"1,995.03",0.18,35910.54,6463.8972,credit card,101,3539341376442374,diners-club-carte-blanche
2840,808,1928,2022-11-03,20,"3,357.19",,67143.8,67143.8,credit card,226,3560584925089012,jcb
2841,305,2691,2022-06-18,62,613.93,0.55,38063.66,20935.013,credit card,508,30128551744397,instapayment
2842,102,8390,2023-03-24,24,"9,720.13",,233283.12,233283.12,credit card,742,6304305875610571,jcb
2843,58,6775,2023-02-01,92,"3,765.08",,346387.36,346387.36,credit card,413,5007665273148447,mastercard
2844,134,5144,2022-04-02,14,848.84,,11883.76,11883.76,credit card,87,4026203100136847,visa-electron
2845,177,6582,2023-10-13,68,"7,791.39",,529814.52,529814.52,credit card,82,374283389207234,americanexpress
2846,338,8694,2022-01-22,64,"6,385.63",0.29,408680.32,118517.2928,credit card,60,5602223843255760,bankcard
2847,148,5367,2023-10-21,2,"9,504.50",0.89,19009,16918.01,cash,739,,
2848,641,7594,2022-02-11,24,"9,693.98",,232655.52,232655.52,credit card,177,3544068482633884,solo
2849,457,3901,2023-10-28,67,"5,642.90",,378074.3,378074.3,cash,141,,
2850,594,5071,2022-02-10,54,"1,995.88",0.82,107777.52,88377.5664,credit card,671,3531983335364252,americanexpress
2851,569,9399,2023-05-14,92,"6,540.06",,601685.52,601685.52,credit card,550,3542121874026506,diners-club-enroute
2852,762,3737,2023-12-23,64,43.90,,2809.6,2809.6,credit card,771,3575212072725468,jcb
2853,138,6501,2023-02-11,66,"7,331.63",,483887.58,483887.58,credit card,570,6771073861869379,laser
2854,341,7618,2022-11-20,35,167.25,0.03,5853.75,175.6125,credit card,131,3549231667404175,jcb
2855,488,2411,2023-04-10,60,"7,219.40",,433164,433164,credit card,131,4913295469943215,visa-electron
2856,189,5901,2023-06-07,100,"3,702.34",,370234,370234,check,240,,
2857,170,4026,2023-08-10,67,"5,864.70",,392934.9,392934.9,credit card,708,3553001017695886,mastercard
2858,193,7843,2023-06-22,72,"1,496.57",,107753.04,107753.04,credit card,206,3540203711852047,jcb
